CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,FATEC MAUÁ,Pública,N,N,N,Faculdade,000000003529401,Mauá,SP,Ativa
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,null,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Ativa
22606,Faculdade Damásio,Damasio,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1917,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Privada,N,N,N,Centro Universitário,000000001100049,Cacoal,RO,Ativa
572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Pública,N,N,N,Universidade,000000003303302,Niterói,RJ,Ativa
1930,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO,SINGULARIDADES/ISESP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
21266,FACULDADE ESTÁCIO DE PASSOS,ESTÁCIO PASSOS,Privada,N,N,N,Faculdade,000000003147907,Passos,MG,Extinta
4773,FACULDADE IBS,IBS,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Extinta
24253,Faculdade Invictus,FIRP,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA WYDEN,NEWTON PAIVA WYDEN,Privada,N,N,N,Centro Universitário,000000003106200,Belo Horizonte,MG,Ativa
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Pública,N,N,N,Universidade,000000002700300,Arapiraca,AL,Ativa
17670,Faculdade de Quixeramobim,UniQ,Privada,N,N,N,Faculdade,000000002311405,Quixeramobim,CE,Ativa
83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,S,N,N,Universidade,000000004208203,Itajaí,SC,Ativa
1374,FACULDADE DE GUARANTÃ DO NORTE,UNIFAMA,Privada,N,N,N,Faculdade,000000005104104,Guarantã do Norte,MT,Ativa
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Ativa
16628,Faculdade ANASPS,FANASPS,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
21670,Faculdade Promove de São Paulo,FPSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
774,FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS,FAIPD,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Pública,N,N,N,Universidade,000000002704302,Maceió,AL,Ativa
4371,FACULDADE PADRE ANCHIETA DE CAJAMAR,null,Privada,N,N,N,Faculdade,000000003509205,Cajamar,SP,Extinta
4849,Afya Centro Universitário de Araguaína,Afya Araguaína,Privada,N,N,N,Centro Universitário,000000001702109,Araguaína,TO,Ativa
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública,N,N,N,Universidade,000000005103403,Cuiabá,MT,Ativa
19371,Faculdade Adelina Moura - FAADEMA,FAADEMA,Privada,N,N,N,Faculdade,000000002102325,Buriticupu,MA,Extinta
25349,FACULDADE INTERNACIONAL DE SÃO PAULO,FISP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
18696,FACULDADE DYNAMUS DE CAMPINAS,FADYC,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
2413,Centro Universitário Faesf,Unifaesf,Privada,N,N,N,Centro Universitário,000000002203909,Floriano,PI,Ativa
30013,Faculdade Três Marias - Currais Novos,FTM-CN,Privada,N,N,N,Faculdade,000000002403103,Currais Novos,RN,Ativa
19909,Faculdade ICTQ/PGE,ICTQ/PGE,Privada,N,N,N,Faculdade,000000005201108,Anápolis,GO,Ativa
27052,Faculdade EFAN,EFAN,Privada,N,N,N,Faculdade,000000003144375,Natalândia,MG,Ativa
24381,FACULDADE GEORGINA,FAGEO,Privada,N,N,N,Faculdade,000000002302602,Camocim,CE,Ativa
1927,Ugv Centro Universitário,null,Privada,N,N,N,Centro Universitário,000000004128203,União da Vitória,PR,Ativa
26858,UNIMT FACULDADES INTEGRADAS,UNIMT,Privada,N,N,N,Faculdade,000000005100201,Água Boa,MT,Ativa
14169,Faculdade Presidente Antônio Carlos de Itambacuri,null,Privada,N,N,N,Faculdade,000000003132701,Itambacuri,MG,Extinta
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública,N,N,N,Universidade,000000002408003,Mossoró,RN,Ativa
3227,FACULDADE DE SISTEMA DE INFORMAÇÃO,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
2034,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Pública,N,N,N,Faculdade,000000003507506,Botucatu,SP,Ativa
5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000004202404,Blumenau,SC,Ativa
18462,FACULDADE PROMOVE DE CURVELO,FACURVELO,Privada,N,N,N,Faculdade,000000003120904,Curvelo,MG,Ativa
12620,FACULDADE SETE LAGOAS,FACSETE,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
5023,FACULDADE SANTO AUGUSTO,FAISA,Privada,N,N,N,Faculdade,000000004317806,Santo Augusto,RS,Extinta
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,Pública,N,N,N,Faculdade,000000002612208,Salgueiro,PE,Ativa
82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Privada,S,N,N,Universidade,000000004209003,Joaçaba,SC,Ativa
1229,INSTITUTO DE ENSINO SUPERIOR DO NORDESTE,IESNE,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Extinta
1827,FACULDADE LUTERANA DE TEOLOGIA,FLT,Privada,N,N,N,Faculdade,000000004215802,São Bento do Sul,SC,Ativa
17744,Faculdade Estácio de Manaus,Estácio Manaus,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Extinta
2091,INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER,ISEPS,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1452,FACULDADE ANHANGUERA DE SÃO LUÍS,FASL,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
21112,Faculdade XP Educação - IGTI,XPE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
5124,FACULDADE FACMIL,null,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
14148,Faculdade Presidente Antônio Carlos de Mariana,FAPAM,Privada,N,N,N,Faculdade,000000003140001,Mariana,MG,Ativa
1092,FACULDADES INTEGRADAS DE BAURU,FIB,Privada,N,N,N,Faculdade,000000003506003,Bauru,SP,Ativa
2911,FACULDADE PAN AMAZÔNICA,FAPAN,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
19171,Faculdade de Teologia Fortaleza - FATEFOR,FATEFOR,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Pública,N,N,N,Universidade,000000001506807,Santarém,PA,Ativa
4959,FACULDADE ANHANGUERA DE FEIRA DE SANTANA,null,Privada,N,N,N,Faculdade,000000002910800,Feira de Santana,BA,Ativa
15769,Faculdade de Tecnologia de Jales,Fatec Jales,Pública,N,N,N,Faculdade,000000003524808,Jales,SP,Ativa
3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Privada,N,N,N,Centro Universitário,000000004209300,Lages,SC,Ativa
4086,FACULDADE DE TECNOLOGIA JARDIM,FATEJ,Privada,N,N,N,Faculdade,000000003547809,Santo André,SP,Ativa
125,CENTRO UNIVERSITÁRIO DE ARARAS -,UNAR,Privada,N,N,N,Centro Universitário,000000003503307,Araras,SP,Ativa
3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Pública,N,N,N,Universidade,000000002806701,São Cristóvão,SE,Ativa
593,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET/RJ,Pública,N,N,N,Centro Federal de Educação Tecnológica,000000003304557,Rio de Janeiro,RJ,Ativa
12410,INSTITUTO SUPERIOR DO MINISTERIO PUBLICO,ISMP,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Extinta
4791,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,CENTEC,Privada,N,N,N,Faculdade,000000002307304,Juazeiro do Norte,CE,Ativa
29193,Faculdade Fundação Dom Cabral,FDC,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
24463,Faculdade Vitória em Cristo,FVC,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1382,Faculdades EST,EST,Privada,S,S,N,Faculdade,000000004318705,São Leopoldo,RS,Ativa
30382,Faculdade do Inst. de Medicina Int. Prof. Fernando Figueira,FACIMIP,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
1727,FACULDADE DE CARIACICA,FAC DE CARIACICA,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Extinta
19325,Faculdade do Centro Oeste Paulista,FACOP,Privada,N,N,N,Faculdade,000000003539400,Piratininga,SP,Ativa
15680,Fatec Cruzeiro - Prof. Waldomiro May,,Pública,N,N,N,Faculdade,000000003513405,Cruzeiro,SP,Ativa
1400,Centro Universitário SENAI Paraná,UniSENAI/PR,Privada,N,N,N,Centro Universitário,000000004125506,São José dos Pinhais,PR,Ativa
4220,FACULDADE DE CIÊNCIAS GERENCIAIS DE BICAS,FCGB,Privada,N,N,N,Faculdade,000000003106903,Bicas,MG,Extinta
5444,"FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ",null,Privada,N,N,N,Faculdade,000000005002407,Caarapó,MS,Extinta
17138,Centro Universitário - Católica de Santa Catarina em Joinville,Católica em Joinvile,Privada,S,N,N,Centro Universitário,000000004209102,Joinville,SC,Ativa
1638,FACULDADE DO AMAZONAS,IAES,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
2904,FACULDADE JK - GUARÁ,JK,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
2067,Centro Universitário de Ciências e Empreendedorismo,UNIFACEMP,Privada,N,N,N,Centro Universitário,000000002928703,Santo Antônio de Jesus,BA,Ativa
5388,Faculdade Santista - FASAN,null,Privada,N,N,N,Faculdade,000000003548500,Santos,SP,Extinta
21488,Escola de Administração e Negócios,ESAD,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,000000005300108,Brasília,DF,Ativa
707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Privada,N,N,N,Centro Universitário,000000003548906,São Carlos,SP,Ativa
23410,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,Pública,N,N,N,Universidade,000000002105302,Imperatriz,MA,Ativa
3228,FACULDADE DE ADMINISTRAÇÃO,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
21891,FACULDADE DO SERTÃO DO ARARIPE,FASA,Privada,N,N,N,Faculdade,000000002615607,Trindade,PE,Extinta
1621,FACULDADE NETWORK,NWK,Privada,N,N,N,Faculdade,000000003533403,Nova Odessa,SP,Ativa
19563,Faculdade UMFG,UMFG,Privada,N,N,N,Faculdade,000000004105508,Cianorte,PR,Ativa
19266,Faculdade Pitagoras de Sete Lagoas,,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Extinta
1322,Centro Universitário Eduvale Uneduvale,null,Privada,N,N,N,Centro Universitário,000000003504503,Avaré,SP,Ativa
14869,Faculdade Faipe,FAIPE,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
18880,Sistema Educacional Corporativo da Petrobras,,Privada,N,N,N,Escola de Governo,000000003304557,Rio de Janeiro,RJ,Ativa
25776,L2 LABOR,L2 LABOR,Privada,N,N,N,Faculdade,000000002708006,Santana do Ipanema,AL,Ativa
26835,Faculdade Santa Teresa de Santarém,FSTSTM,Privada,N,N,N,Faculdade,000000001506807,Santarém,PA,Ativa
12758,Faculdade Unesc-Unama,null,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Ativa
22405,SVT FACULDADE DE ENSINO SUPERIOR,SVT,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
21344,FACULDADE UNICPO,FACULDADE UNICPO,Privada,N,N,N,Faculdade,000000003557006,Votorantim,SP,Ativa
145,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS,FCHS,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Extinta
2853,FACULDADE PITÁGORAS DE TECNOLOGIA DE GUARAPARI,null,Privada,N,N,N,Faculdade,000000003202405,Guarapari,ES,Extinta
321,FACULDADE UNIDAS DE TATUI,FDT,Privada,N,N,N,Faculdade,000000003554003,Tatuí,SP,Extinta
1765,FACULDADE DE JOSÉ BONIFÁCIO,FJB,Privada,N,N,N,Faculdade,000000003525706,José Bonifácio,SP,Extinta
24457,Faculdade Paraíso Araripina,FAP,Privada,N,N,N,Faculdade,000000002601102,Araripina,PE,Ativa
22089,Faculdade INSTED,null,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
1409,FACULDADE DO CENTRO LESTE,UCL,Privada,N,N,N,Faculdade,000000003205002,Serra,ES,Ativa
22715,FACULDADE PITÁGORAS UNOPAR DE CANINDÉ,,Privada,N,N,N,Faculdade,000000002302800,Canindé,CE,Ativa
2625,CENTRO UNIVERSITÁRIO UFBRA,UFBRA,Privada,N,N,N,Centro Universitário,000000003549904,São José dos Campos,SP,Ativa
2409,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,Privada,S,N,N,Centro Universitário,000000002604106,Caruaru,PE,Ativa
2341,FACULDADE DA ALDEIA DE CARAPICUÍBA,FALC,Privada,N,N,N,Faculdade,000000003510609,Carapicuíba,SP,Extinta
26860,Faculdade Santa Teresa de Parintins,FSTPIN,Privada,N,N,N,Faculdade,000000001303403,Parintins,AM,Ativa
361,Faculdade Paulista de Serviço Social de São Caetano do Sul,FAPSS,Privada,N,N,N,Faculdade,000000003548807,São Caetano do Sul,SP,Ativa
13034,Faculdade Coram Deo,FACDEO,Privada,N,N,N,Faculdade,000000003170206,Uberlândia,MG,Ativa
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,CESEP,Privada,N,N,N,Faculdade,000000003139003,Machado,MG,Ativa
3643,Faculdades Integradas do Rio Grande do Norte - FANORTES,null,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Extinta
21938,FACULDADE METROPOLITANA DE CAMAQUÃ,FAMECA,Privada,N,N,N,Faculdade,000000004303509,Camaquã,RS,Extinta
142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Privada,N,N,N,Centro Universitário,000000003170206,Uberlândia,MG,Ativa
26880,Faculdade Tecnologica de Caçu,FATEC,Privada,N,N,N,Faculdade,000000005204300,Caçu,GO,Ativa
1723,STRONG BUSINESS SCHOOL,null,Privada,N,N,N,Faculdade,000000003547809,Santo André,SP,Ativa
3758,Faculdade UNISUL de Florianópolis,null,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
21553,FACULDADE ANHANGUERA DE SANTO ANTÔNIO DE JESUS,null,Privada,N,N,N,Faculdade,000000002928703,Santo Antônio de Jesus,BA,Ativa
2491,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP,ISCECAP,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
1247,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,FACINAN,Privada,N,N,N,Faculdade,000000005006200,Nova Andradina,MS,Ativa
2437,FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS,null,Privada,N,N,N,Faculdade,000000002931350,Teixeira de Freitas,BA,Ativa
4295,FACULDADE DE TECNOLOGIA SENAI CETIND,null,Privada,N,N,N,Faculdade,000000002919207,Lauro de Freitas,BA,Extinta
2772,INSTITUTO SUPERIOR DE EDUCAÇÃO MANHUMIRIM,FACULDADES DOCTUM,Privada,N,N,N,Faculdade,000000003139508,Manhumirim,MG,Extinta
23842,FACULDADE SENAC CEARA,SENACCE,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
4700,FACULDADE NOVA ROMA,FNR,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
3989,FACULDADE DE TECNOLOGIA DE JOÃO PESSOA,FATEC,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Extinta
3294,CENTRO UNIVERSITÁRIO FAVENI,UNIFAVENI,Privada,N,N,N,Centro Universitário,000000003518800,Guarulhos,SP,Ativa
2549,FACULDADE DE IBIÚNA,null,Privada,N,N,N,Faculdade,000000003519709,Ibiúna,SP,Extinta
17876,FACULDADE ESPÍRITO SANTO,FAES,Privada,N,N,N,Faculdade,000000002910727,Eunápolis,BA,Ativa
23733,FACULDADE RIO GUARIBAS,FaRG,Privada,N,N,N,Faculdade,000000002208007,Picos,PI,Ativa
25392,Faculdade G8,FG8,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2311,FACULDADE KENNEDY DE MINAS GERAIS - FKMG,FKMG,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
4590,FACULDADE DE TECNOLOGIA FATEP,FATEP,Privada,N,N,N,Faculdade,000000003543907,Rio Claro,SP,Extinta
1451,FACULDADES INTEGRADAS DE SÃO CARLOS,FADISC,Privada,N,N,N,Faculdade,000000003548906,São Carlos,SP,Extinta
20494,FACULDADE UNIFAMEC DE MACEIÓ,FAMEC,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Extinta
11429,FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL,FASURGS,Privada,N,N,N,Faculdade,000000004314100,Passo Fundo,RS,Ativa
22437,Faculdade da Amazônia Legal,FAMA,Privada,N,N,N,Faculdade,000000005103205,Colíder,MT,Ativa
15687,Faculdade de Tecnologia de Pindamonhangaba,FATEC PI,Pública,N,N,N,Faculdade,000000003538006,Pindamonhangaba,SP,Ativa
3964,FACULDADE DE TECNOLOGIA PADRE ANCHIETA,CETEPA,Privada,N,N,N,Faculdade,000000003525904,Jundiaí,SP,Extinta
4239,FACULDADE NACIONAL DE RIO DO SUL,FANRIOS,Privada,N,N,N,Faculdade,000000004214805,Rio do Sul,SC,Extinta
28542,Colégio Tecnológico do Estado de Goiás Sebastião de Siqueira,COTEC SS,Pública,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
1500,Faculdade UNIGUAÇU,FAC UNIGUAÇU,Privada,N,N,N,Faculdade,000000004125704,São Miguel do Iguaçu,PR,Ativa
4148,FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ,SENAISC,Privada,N,N,N,Faculdade,000000004216602,São José,SC,Extinta
22128,Faculdade de Ciências Jurídicas de Campina Grande,,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Extinta
1650,FACULDADE J. SIMÕES ENSINO SUPERIOR,FABAVI,Privada,N,N,N,Faculdade,000000003202405,Guarapari,ES,Extinta
14213,Faculdade Presidente Antônio Carlos de Setubinha,FUNEES,Privada,N,N,N,Faculdade,000000003165552,Setubinha,MG,Extinta
25275,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,UFAPE,Pública,N,N,N,Universidade,000000002606002,Garanhuns,PE,Ativa
24443,Faculdade AGES de Medicina de Irecê,Faculdade AGES,Privada,N,N,N,Faculdade,000000002914604,Irecê,BA,Ativa
15667,FACULDADE UNIRB - JUAZEIRO,FACULDADE UNIRB,Privada,N,N,N,Faculdade,000000002918407,Juazeiro,BA,Ativa
1086,FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE,FAEC,Privada,N,N,N,Faculdade,000000001100064,Colorado do Oeste,RO,Extinta
12784,FACULDADE DE TECNOLOGIA FTEC,FTEC Novo Hamburgo,Privada,N,N,N,Faculdade,000000004313409,Novo Hamburgo,RS,Ativa
25634,FACULDADE ATENAS CENTRO DE MATO GROSSO,,Privada,N,N,N,Faculdade,000000005107925,Sorriso,MT,Ativa
2488,FACULDADE ANGLICANA DE ERECHIM,FAE,Privada,N,N,N,Faculdade,000000004307005,Erechim,RS,Extinta
22015,Faculdade Municipal de Educação e Meio Ambiente,FAMA,Privada,N,N,N,Faculdade,000000004105706,Clevelândia,PR,Ativa
25545,Faculdade Centro-Oeste,FACEO,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
5265,FACULDADE METROPOLITANA SÃO CARLOS,null,Privada,N,N,N,Faculdade,000000003304151,Quissamã,RJ,Extinta
22074,FACULDADE METROPOLITANA NORTE RIOGRANDENSE,FAMEN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
25458,FACULDADE IEPG,IEPG,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
19369,Faculdade CEAM,CEAM,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
18672,Unama Faculdade da Amazônia de Macapá,null,Privada,N,N,N,Faculdade,000000001600303,Macapá,AP,Ativa
1652,FACULDADE DE VITÓRIA,null,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Ativa
23876,FACULDADE MONSENHOR HIPOLITO,FMH,Privada,N,N,N,Faculdade,000000002208007,Picos,PI,Ativa
3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003136702,Juiz de Fora,MG,Ativa
1562,FACULDADE DE ILHA SOLTEIRA,FAISA,Privada,N,N,N,Faculdade,000000003520442,Ilha Solteira,SP,Ativa
1839,FACULDADES INTEGRADAS DE VÁRZEA GRANDE,FIAVEC,Privada,N,N,N,Faculdade,000000005108402,Várzea Grande,MT,Extinta
22684,Faculdade Unicentral,null,Privada,N,N,N,Faculdade,000000005102678,Campo Verde,MT,Ativa
874,FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA,FESAV,Privada,N,N,N,Faculdade,000000003205101,Viana,ES,Extinta
944,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO,ESPM,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
2477,FACULDADE DE ADMINISTRAÇÃO DE MARIANA,FAMA,Privada,N,N,N,Faculdade,000000003140001,Mariana,MG,Ativa
25763,Faculdade Leonardo da Vinci de Belo Horizonte,,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
18051,Faculdades de Ciências e Tecnologia do Nordeste LTDA,FACINE,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
12136,FACULDADE DE TECNOLOGIA DO RIO DE JANEIRO,FATERJ,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Extinta
5473,FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA,FACITE,Privada,N,N,N,Faculdade,000000002928109,Santa Maria da Vitória,BA,Ativa
22145,Faculdade de Ciências Jurídicas de Erechim,,Privada,N,N,N,Faculdade,000000004307005,Erechim,RS,Ativa
13466,GRUPO DE NUTRIÇÃO HUMANA,GANEP,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,000000003550308,São Paulo,SP,Ativa
21262,FACULDADE REGIONAL JAGUARIBANA,FRJ,Privada,N,N,N,Faculdade,000000002300705,Alto Santo,CE,Ativa
22119,ESCOLA DE DIREITO FUCAPE,FUCAPE DIREITO,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Ativa
15562,Faculdade Batista do Cariri,FBC,Privada,N,N,N,Faculdade,000000002304202,Crato,CE,Ativa
24876,Faculdade de Direito e Negócios,FDN,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Ativa
1414,Afya Centro Universitário de Porto Velho,Afya Porto Velho,Privada,N,N,N,Centro Universitário,000000001100205,Porto Velho,RO,Ativa
24205,Faculdade Soberana de Arapiraca,Soberana,Privada,N,N,N,Faculdade,000000002700300,Arapiraca,AL,Ativa
20106,FACULDADE STBNB,,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,null,Privada,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Ativa
12718,Faculdade Única de Timóteo,FUNIT,Privada,N,N,N,Faculdade,000000003168705,Timóteo,MG,Ativa
4530,Afya Centro Universitário de Maceió,Afya Maceió,Privada,N,N,N,Centro Universitário,000000002704302,Maceió,AL,Ativa
17403,CENTRO UNIVERSITÁRIO ARI DE SÁ,UNIARI,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,FATEC-ZL,Pública,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
11544,Centro Universitário FAMA,UNIFAMA,Privada,N,N,N,Centro Universitário,000000005201108,Anápolis,GO,Ativa
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,INTEGRADO,Privada,N,N,N,Centro Universitário,000000004104303,Campo Mourão,PR,Ativa
2616,FACULDADE SANTO ANTÔNIO DE PÁDUA,FASAP,Privada,N,N,N,Faculdade,000000003304706,Santo Antônio de Pádua,RJ,Ativa
1071,Faculdade Nova Roma de Campo Grande,FNR - Campo Grande,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Extinta
17942,Faculdade de Tecnologia do Tatuapé,FATEC-TT,Pública,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
22222,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE PIRACICABA,UNIVERITAS PCBA,Privada,N,N,N,Faculdade,000000003538709,Piracicaba,SP,Extinta
1175,FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS,ESTÁCIO FARGS,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
12749,"FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA",FAPEC,Privada,N,N,N,Faculdade,000000002918001,Jequié,BA,Ativa
10009,FAMAC - FACULDADE DE MACHADINHO DO OESTE,FAMAC,Privada,N,N,N,Faculdade,000000001100130,Machadinho D´Oeste,RO,Extinta
666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Pública,N,N,N,Universidade,000000002910800,Feira de Santana,BA,Ativa
